index,textDisplay
1371,カワイイ押しの子
1372,むしろアニメ本編が楽曲のロングMV
1373,毎日YOASOBIにお布施する私
1374,drillの方聞いてしまってる
1375,祝3億回再生
1376,なんとなくて聞いてなんとなくてアニメ見たら…歌詞のまんまでゾクゾクしたちょっと遅れてアニメどハマり中です
1377,見るたびこんなに再生回数増えてるMV初めて見たんだけど笑マジですごい
1378,アイちゃん世界一かわいい❤️
1379,推しの子全く見ないけどこの曲は超好きお風呂で無限リピートしてる
1380,3億回視聴おめでとう
1381,まじで神曲すぎる‼️優勝でーす🎵ありがとうございます‼️
1382,長時間の勉強によりバーンアウトした脳に染み渡るぅ
1383,頑張っている人より正直もの正直な人が報われる世界になって欲しいアイドルやアイを批判してるわけではないです
1384,おl
1385,まだ1位だ凄いね
1386,このmvは神
1387,2期始まったらまた再生数のブーストかかりそう😀
1388,この曲が再生数1位になったの凄い海外人気は強いな
1389,すごいな…もう3億回………これからも伸びて欲しいな
1390,とても良いです音楽は素晴らしいです
1391,嘘はとびきりの愛だのあとのあの音は人生の終わりを示していると言うよりもアクアルビーアイというアイドルの術中にハマったと言った方がしっくり来そうだな
1392,2期めっちゃ楽しみ
1393,令和で最も聞かれた歌になると自信を持って言える
1394,高評価ボタン何度も押せればいいのに
1395,理解してる人の方がハマり継続してもらえそうだからまだの人はぜひぜひアニメの1話だけでも良いから観て欲しいアニメの1話を観るだけで楽曲の良さが更に増しますからアニメの1話にこの楽曲の内容が詰まってますから
1396,半年近く毎日聴き続けた曲あったかなー邦楽では初めてかもしれんわ
1397,"0:15 Oh,my savior,you're my saving grace(ああ私の救世主あなたは私の救いの恩寵です)3:26 Oh,my savior,my true savior My saving grace(ああ私の救い主私の本当の救い主私の救いの恵み)"
1398,この曲を聞く→原作を読む→この曲を聞く→アニメを見るん→この曲を聞くなんだ何なんだこの奇跡は何年ぶりかに神曲と神作に出会えた最後のやっと言えたこれは嘘じゃない愛してる子を持つ親だから感じる物がでかすぎる本当に子供に愛してると言える涙が止まらない
1399,この曲のコメント12万件ってほんとに半端ないな
1400,また劇場で聞きたいなあ…ドリパスでみんな投票してください…😓
1401,3.1億再生🎉
1402,本日の再生数は974631回です先週の今日が1063376回なので先週比は91.7%です明日はNiziUのMake you happy超えに期待‼️3.1億再生おめでとうございます🎉
1403,60過ぎてもリピートして聴いているぞ😂
1404,この曲にずっと違和感があったのだけど気づいたのはアイは子供をあいしていなかった
1405,今までこんなにロングヒットしてる曲はなかったよねアイドル素敵な神曲だね
1406,最近この曲知りました遅ればせながらガチハマりました
1407,3億w
1408,3.1億おめー
1409,niconicoで聞いたことのある感じ
1410,私はこの曲を何ヶ月も聞いていますが飽きることはありません天才的な歌です😊
1411,悲しい曲
1412,2:44いい
1413,もう歌詞が良すぎてそれだけでひとつの物語やん
1414,もう怪物越えたのか最高です
1415,怪物アイドルじゃない方が前前前世超えましたこれも好きだったんだけどな
1416,自分用歌詞無敵の笑顔で荒らすメディア知りたいその秘密ミステリアス抜けてるとこさえ彼女のエリア完璧で嘘つきな君は天才的なアイドル様今日何食べた好きな本は遊びに行くならどこに行くの何も食べてないそれは内緒何を聞かれてものらりくらりそう淡とだけど燦と見えそうで見えない秘密は蜜の味あれもないないないこれもないないない好きなタイプは相手はさあ答えて誰かを好きになることなんて私分からなくてさ嘘か本当か知り得ないそんな言葉にまた一人堕ちるまた好きにさせる誰もが目を奪われていく君は完璧で究極のアイドル金輪際現れない一番星の生まれ変わりその笑顔で愛してるで誰も彼も虜にしていくその瞳がその言葉が嘘でもそれは完全なアイはいはいあの子は特別です我はハナからおまけですお星様の引き立て役Bです全てがあの子のお陰なわけない洒落臭い妬み嫉妬なんてないわけがないこれはネタじゃないからこそ許せない完璧じゃない君じゃ許せない自分を許せない誰よりも強い君以外は認めない誰もが信じ崇めてるまさに最強で無敵のアイドル弱点なんて見当たらない一番星を宿している弱いとこなんて見せちゃダメダメ知りたくないとこは見せずに唯一無二じゃなくちゃイヤイヤそれこそ本物のアイ得意の笑顔で沸かすメディア隠しきるこの秘密だけは愛してるって嘘で積むキャリアこれこそ私なりの愛だ流れる汗も綺麗なアクアルビーを隠したこの瞼歌い踊り舞う私はマリアそう嘘はとびきりの愛だ誰かに愛されたことも誰かのこと愛したこともないそんな私の嘘がいつか本当になること信じてるいつかきっと全部手に入れる私はそう欲張りなアイドル等身大でみんなのことちゃんと愛したいから今日も嘘をつくのこの言葉がいつか本当になる日を願ってそれでもまだ君と君にだけは言えずにいたけどやっと言えたこれは絶対嘘じゃない愛してる
1417,とても気に入っています彼女はよく頑張りましたね
1418,な朝の時間あればにこども科学館は大宮町かの方がいいや朝中
1419,ずっと人気1位を維持してるのが凄すぎる……
1420,ずっと人気1位ですご
1421,カラオケで4回も歌ったわ……何故かと言うとやっぱり映像も良いし星野アイちゃんも可愛いから今までの曲で1番に好きだから本当にこの曲は神曲ですよ
1422,1:53こっちだと聞こえにくいけどもしかしてちゃんとウリャオイって言ってる
1423,漫画読んだ後にもう一度聞き直すとまた違った捉え方できる歌詞が胸に響くってこう言う事いうのよね
1424,3億再生おめでとうございますラストの愛してるに向かっていっているのを分かっていても聴くたびにアイを思って胸がつまります唯一無二のAyaseさんが造ってikuraちゃんが歌ったYOASOBIの曲素晴らしいライブでは更にパワーアップしていて生で聴くアイドルももっと最高ですテンションぶち上がります
1425,アラフィフのおじさんだけどチャンネル登録しました😚
1426,アイドル聴くのは最低1日1回のルーティンになっている
1427,サークルモッシュダイブが決まりそうなナンバーだ
1428,小学校のイベントで子供たちのダンスに使わせていただきました同じステージでエレキギター弾かせて貰いました良い思い出が出来ました
1429,5ヶ月たっても未だに100万近く再生されている………俺は夢でも見ているのか😮
1430,どれだけ1位キープすんねん
1431,好きだー
1432,4ヶ月で3億再生ってほんまに凄いおめでたいです…………………やばすぎだろww
1433,ありがどごじゃいますBest ldolSong
1434,こっち本編まである
1435,1番人気の動画になったか
1436,こんなくっそみたいな曲
1437,300000000回再生ってやば😮それだけすごい曲って事だよねー
1438,最後のシーン歌詞では愛してるって出てるけど愛ちゃんの口元では愛してるっていい切る前に消えちゃってるのが悲しい本編みてないにわかだけど初っ端からとんでもネタバレくらったから大体理解済み()
1439,やべぇ止まらねぇ快進撃流石アイドルやな三億再生おめでとう🎉
1440,やりおった怪物が…
1441,遅れました…3億再生&3.1億再生おめでとうございます🎉🎉🎉
1442,3.1億回再生🌸おめでとう㊗️
1443,もうもはやこの人アイだろw
1444,3億回再生おめでとうございます🎉
1445,9月頭に3億突破したのにもう3.1億かよ早すぎ
1446,給食の時間に流れた
1447,えっと…3億超えたばっかなのにもうプラス1000万まじ
1448,安定
1449,3億回再生おめでとうございます‼︎🎊
1450,0:59幻聴聞こえてない
1451,アニメみたいなん好きちゃう初めて視聴したわAdoとかぶるみんながこの曲で動画撮影したりしてるんは知ってるYOASOBIファンちゃうから今初めて視聴
1452,傲端繇燕次
1453,3.1億再生達成おめでとうございます🎉
1454,4ヶ月で3億再生いってるの天才すぎる…こりゃあまた凄い曲出るで…
1455,2023年ききまくってる人いるよね自分もだけど
1456,間違いなく今年の紅白歌合戦でうたわれる歌YOASOBIアイドル
1457,4ヶ月経っても人気1位か…当然の結果か
1458,0:10 0:11ここアイちゃんのお目目みぎのいろがルビーの目の色っぽくなってるの好きぃ
1459,アイドルMVを観てから仕事を始める私この間スタバでアイドル観てコメントしてる人いた
1460,3.1億回🎉❤次は3.2億回😊
1461,覇権にも程がある…
1462,31すこ
1463,後世まで残る曲と言っても過言ではないと思います
1464,無敵の笑顔で荒らすメディア知りたいその秘密ミステリアス抜けてるとこさえ彼女のエリア完璧で嘘つきな君は天才的なアイドル様今日何食べた好きな本は遊びに行くならどこに行くの何も食べてないそれは内緒何を聞かれてものらりくらりそう淡とだけど燦と見えそうで見えない秘密は蜜の味あれもないないないこれもないないない好きなタイプは相手はさぁ答えて
1465,3億1000万再生おめでとうございます
1466,もう既に3.1億w止まらないっっっ
1467,アドレナリン出る( *˙ω˙*)وグッ!
1468,1000万再生って意外と早いんやね
1469,昨日アニメ全部見てもう一度聞きに来たら凄く泣ける
1470,この歌の誕生と共に芸能界の闇が明らかになっていくの最高かよ
1471,くそーこれは大変だ
1472,天才的❤
1473,チャンネルの総再生回数が33億だからまだ10分の1も行ってないという事実
1474,まさにアイドルのように虜にされる曲1日3回は聴きます
1475,あと約20万回再生で3.1億
1476,3億だよ
1477,🎉🎉太美了请评论
1478,まだ1位なのかよw
1479,3億えぐ語彙力低下
1480,"NiziU Make you happy311,322,009を恐らく本日中に抜くと思われますそうなると歴代10位になります4か月で歴代10位に入って来るなんて普通ありえんよねコワー"
1481,3億再生おめでとうございます
1482,3億回再生おめでとうございますこれからも聞き続ける‼️
1483,今年の流行語大賞はアイドルだなそれしかないだろう
1484,これ人気アイドルグループのセンターとかやってる人が聴いたら気持ちいいんだろうな
1485,紅白でこれ歌うの想像したらちょっとおもろい
1486,やらせのレコ大に興味はないんだが今年はこの曲にレコ大をとって欲しい
1487,高評価数とかLemonより多いんや
1488,私はそれが好きです
1489,本日の再生数は1157384回です先週の今日が1244199回なので先週比率は93.0%です明日は3.1億再生超えに期待‼️午前9時10時が濃厚⁉️
1490,アニメはとっくに終わっているのに未だ再生されてすごい曲🎉この曲はハマったら抜け出せないですね(#^^#)
1491,早い再生回数が伸びるのが早すぎる😭
1492,っておいwまだ人気一位って凄すぎる
1493,親が聞かせた覚えはないのに小1の息子がサビを延と歌ってるんですいつでもどこでもw
1494,今まで神曲と言ってきたアイドル以外の全ての曲を神曲から良曲に降格しなくちゃいけないこの曲こそが本当の神曲‼️
1495,最速三億おめでとうございます
1496,レコ大おめでとう(予知)
1497,この歌私好きです友達もこのうたスキでした❤
1498,とても良い
1499,3億回再生おめでとうございます(^o^)毎日聴いてます
1500,マジでこの曲好き
1501,ショート動画学校あるある給食のトマト残す奴からきましたその時の歌詞0:00無理して笑顔で食べるトマト知りたいその美味(うま)さミステリアス小さいやつさえ食べるの嫌だ完熟で赤色の君は食べれないわごちそうさま
1502,中毒性がありますでも好きです
1503,三億再生おめでとうございます🎉
1504,サビのうさぎが好きすぎる……
1505,3億
1506,好きすぎていつも勉強しながら聞いてるww
1507,今年は正にYOASOBIの年になりそうレコード大賞もこの曲で決まり(というよりこの曲以外が取るイメージがない)だろうし・・・
1508,いつになったらゲッターが頭から離れるんだ...
1509,涙が出るような曲調ではないのに理由が分からないまま涙が出そうになる不思議な曲アニメ知らないけどそのストーリーに秘密がありそうその後1話を観た時の感情と曲を聴いた時の何となくの感情が一致して感動が押し寄せた
1510,アニメをみるたびにこの歌とYOASOBIの凄さが分かる二番目とか!予想する年末辺りに4億再生絶対いってる
1511,觀看數降到每天剩90-100萬左右了😢
1512,今日も聴いてしまった・・・
1513,東京都立烏山工業高等学校電子科平均値38
1514,推しの子読んでからもっかいこのMV見たら泣けた
1515,バーカ
1516,いつまで人気1位にいるんだ…
1517,だいたいぜんぶ歌えた😊🎉(歌詞を見ずに)
1518,1話は星野アイ2話以降が推しの子
1519,弱いとこなんて見せちゃダメダメの所で雨が降ってるの見た目だけで売れたわけじゃ無い苦労が表されてて好き
1520,この曲聞いてアニメ見ると納得できてしまうアニメにドハマりな気する
1521,YOASOBY彼女の美しい歌はいつも私のお気に入りの歌手です❤️
1522,この勢いは二期終わっても続くと思う3億回突破おめでとうございます
1523,再生回数えぐすぎ10億回も夢じゃないw
1524,NHKで14日夜10時音楽番組にYOASOBIが出演しテレビ初披露曲アイドル披露するそうです!録画もリアルも確定でしますよね!
1525,"i-dleの“欺瞞(部分)""ば歌っとらすとかね🦻🧠🎶"
1526,アイドルなんて本当は必要ないんだよ近くにいる人を好きになるしそれがアイドルじゃないかな
1527,この曲は良いですね好きですもっと歌を歌ってくださいWa Bお願いします❤️
1528,ついになんの曲よりも再生回数多くなったのか…大ブームだな
1529,前世はベートーヴェンですか
1530,いいね数357万僕は幻覚でも見ているのかな😊
1531,1番の完全なアイは星野アイが思うアイドルとしてのアイ(自分)で2番の本物のアイはIというか星野アイそのものだと思ってる共通するのは星野アイ本人の主観ってところだけどこうやって見るとだいぶ彼女は己のことを第三者視点なんなら星野アイのマリオネット視点で見てるんだなぁ……って
1532,この曲は恐らく脳内麻薬エンドルフィンを活性化させるのだろうそうに違いない・・・∇o_彡☆ァハハハッ!!・・・・・・Σ(▼ω▼*)何を言ってるのだ
1533,世界で1番売れてる天才的アイドル
1534,この曲が出でからApple Musicとかも合わしたら1000回は聴いた
1535,僕はね日本の音楽もいいけどね1980年代のフィリーやジェームスブラウンのようなまさに黄金時代のような音楽が影響を与えると思うんだ正直にね僕はうるさくしか聞けないんだ声は可愛いし今の日本はこういうのが流行るんだと思うでもね貶してると思うんだ頭重心な音楽に世代に悪い影響を与える部分もあると思うそれでも全然こっちの方がカッコいいとかもあるかもしれないでもねこのエレトロ音楽はさっき言ったような音楽に影響を受けてできているんだでも変に受け継いでしまっているだからこれが歴史を変えることはないと思うおすすめはブルーノマーズジェームスブラウンレッドホットチリペッパーズクールザギャングスライアンドファミリーストーンズなどですよかったらお聞きくださいありがとうございました
1536,際限ほとんどが多分1億てんだよー
1537,コメント12万突破
1538,やば
1539,12万コメントとか初めてみたわ
1540,うおーすげぇ気づいたら怪物の再生数抜いて3億再生になっとるおめでとうございます‼️🎉🎊✨️
1541,草津温泉ATM5ドル草津温泉ATM500000円入金
1542,0:14のところこんなに人気になってからいうことじゃないし叩かれるかもしれないけどどーまんせーまんどーまんせーまんって聞こえてしまって街中で流れると笑う
1543,今日3億一千万再生行くと思うアイドル最高
1544,2045年にも聞いてる人挙手
1545,1990年代にこの曲が出たらどれくらいCD売れてたかな?
1546,祝㊗️🎊300000000回突破
1547,アクアファンの皆様
1548,何回聞いてもまた聞きに来てしまう笑
1549,この曲聞くたびにHIKAKINが頭に出てくるようになってしもうた
1550,何回聞いても何回聞いてもまったく飽きないこの曲凄すぎるな
1551,押しのこめちゃかわいい
1552,これ好きです
1553,学校のオータムコンサートでアイドルが演奏されて3年団先生3人がタオル頭に巻いて踊りだした時は学校中から歓声悲鳴があがって楽しかったなぁ
1554,この曲は銀河レベルです
1555,いつ見ても最新コメントがあるのすごすぎるwこれは伝説だぁ…
1556,この曲は本当に好きです毎日聞かせてもらって元気をもらっていますそして4ヶ月も経つのに1位をキープしていることが本当に凄いです3億再生おめでとうごさいますこれかも毎日聞かせていただきます
1557,タクシー内でみて興奮しました
1558,紅白で歌ってほしいな
1559,ちょちょ・・・ペース早いんだがもう少しゆっくり来てもらえませんかとマリーゴールドが述べていますあと600万再生で並びます
1560,推しの子の作品世界を余すことなく表現しつつ現役アイドル達の心を抉る名曲ではこの曲を聴いて何も思わないアイドルはいないと思う
1561,気がつけばもうハマってしまった……
1562,再生回数3億はやばいよお
1563,いぉヴぇいt🌹❤🌹❤☺☺☺
1564,かわいい❤️
1565,孫が好きだ聴かれて76歳ばあちゃんでも耳から入り忘れないわ
1566,先日のSEVENTEEN東京ドーム公演2日目にYOASOBIさんが見に来てたらしいウジが日本の友達と紹介したそうで天才同士の友情2日目もチケット取れば良かった…
1567,一話思い出して鬱になる二話目から気になってみる三話目以降から早く続きを求めるようになる四話目原作が気になり始める五話目…金と時間が足りねぇ
1568,lemonが先に10億いってほしい
1569,さ…3億YOASOBIさんすごいなぁ…
1570,さやすかいあぐいにさmぱいあくしんたぁぐいに❤
1571,もうさアイドル聴かない生活なんて想像できないんだよね
1572,こんなに流行るなんて夜に駆けるも予想外だろうなさすが天才的なAyase様とikura様ですな
1573,怪物よりアイドルを推す人↓
1574,2023も見てる人いる
1575,さぁ3億越えの名だたる曲達をどんどん抜いて行きましょう
1576,4ヶ月経っているのに人気が落ちる事なく3億回になって1位をキープし続けるのはヤバいけどその反面嬉しい気持ちになる
1577,まさかここまで流行るとは思わなかったな笑これからもずっと聴きます
1578,ヒカキンバージョンもやってたよ
1579,アイドルめっちゃすきなひとはちゃんねるとうろくおねがいします
1580,アイドルすごいぱわあだな
1581,😊🎉かわいいし💕
1582,かわいいしすぎ
1583,忍の子ってかわいい
1584,可愛い
1585,なんでかわからないけど全く飽きないんだが⭐️
1586,アマチュア無線4級免許証
1587,熱唱化学
1588,化学反応白色赤色蒼色緑色紫色黄色透明色ピンク色
1589,愛してる♪
1590,おはよう
1591,スマッシュ
1592,この曲を超える曲はしばらくは出てこないと思う
1593,32サス分にサス分あり
1594,くまさんの珈琲くまさんのカレーくまさんのレンタカーくまさんの格好くまさんの飛行機ヤフー占いツクール
1595,今年の紅白は確定ですね
1596,でもこの人死ぬんだよね・・・
1597,この歌歌詞がすげえw
1598,凄すぎ…
1599,この時代の日本に生まれてよかって
1600,実はTokyo DriftとPPAPを除けば既に邦楽TOP10入りしています
1601,最初の方で流れてるHeyHeyみたいな掛け声はリズムとズレてるのに最後の方はちゃんと合ってるのってファンとアイの気持ちがそろったのかなあって
1602,あと800万で6年前に出たマリーゴールドを超えるよ
1603,本日の再生数は1244380回です先週の今日が1295796回なので先週比は96.0%です木曜日金曜日と不調だった分土曜日はしっかり稼ぎますね😂
1604,❤❤いやいやそれは好きじゃない😊
1605,今もアイドル聞いてる人👍
1606,4ヶ月程で3億ってバケモンかよ今日も助走MAXの全力疾走でフルスイングのこれは絶対嘘じゃない愛してるを聴くために再生してる
1607,読解力なかったけど可愛いウサギの嘘を纏ってアイドルしていたアイがそれを脱ぎ捨てて本当の自分で輝いて本音の愛を伝えられたってことだったんだね……
1608,誰もが耳を奪われてくYOASOBIは完璧で究極の歌手🎤
1609,この曲が大好きな故にミラーソングが欲しくなる対極的な絶対悪役勇者に対し魔王ヒーローに対しヴィランを善意に対して憎悪を優しさに対して憤怒を栄光に対して諦観やちっぽけな幸せを表現できたら・・・完璧を超えて神さえ凌ぐ確変でしょうまあ出来るとは思わないけど
1610,4ヶ月で3億回再生越え怪物を越しいまだに人気1位をキープしている…
1611,文化祭で流れてて気になったから初めてフル尺聞きに来たトんだ
1612,この歌を聞いているとバニラがチラついてくるんですけど😂
1613,天才的なアイドル様ですね(?)
1614,勢いが止まらないな...この曲はもっと伸びて欲しい
1615,6億回視聴するから任せろ
1616,友達にめっちゃ勧められて見たアニメそしてそこで聞いたアイドルその後読んだ漫画…今またここに来て涙が出る程愛してる
1617,怪物を4ヶ月で抜き去るのエグ過ぎ
1618,怪物抜き去ったー
1619,3億おめ
1620,2:44私はそう欲張りなアイドルが私はそうよ2人のアイドルって聴こえてなんか感動した等身大でみんなのことが自分と同じくらい大人になった2人のことをちゃんと愛したいから・・・に聴こえてさらに涙した
1621,あの...続きを読む
1622,草津温泉ATM5ドル草津温泉ATM5000000円入金
1623,カルディ
1624,この歌は一番だ私は毎日聞きよ絶対に大好き
1625,正直夜に駆けるの伝説を超える曲はもう出ないと思ってたんだけどこれはもう神話だわ
1626,まさにバズるという推しの子の作品に相応しいアーティスト✨
1627,黑河エレン
1628,3億回再生おめでとうございます🎉
1629,3億ってマ?
1630,視聴者数ついに三億回いったああぁぁぁあ
1631,最近のアニソンがレベチすぎる件
1632,アイドル世界一じゅうアドルせかいせんぷん
1633,アイドルこそ真の怪物だな再生数勝っちまったよ
1634,廻廻奇譚(3.2億)の再生数を抜くと・令和の邦楽1位・テレビアニメソング1位
1635,サッ3億だと
1636,い
1637,1位怪物2位夜に駆ける3位アイドル1位怪物2位アイドル3位夜に駆ける1位アイドル2位怪物3位夜に駆ける何の順番だと思うコメントに書いてね
1638,これは中毒性がある
1639,アイドルやっと捕まえたぁ♪怪物…シテユルシテ…
1640,つい1週間くらい前に3億を祝ってたのにもう3.1億回になりそうなの凄いな
1641,天才と努力の賜物ですね尊敬してます
1642,推しの子可愛い❤
1643,つほつら
1644,一番星の生まれ変わり歌詞も凄いがうまれのうを抜かし加減て歌わせるリズムが秀逸
1645,自分用練習するところ1:50
1646,能给我我想看的动画片的名字吗
1647,アイドル体育祭で踊る😮
1648,今も聞いてる人がいるのは凄すぎ
1649,なんて素敵な曲だ
1650,この歌まじさいこーう推しのこまじみてるうれちーい
1651,3億回おめでとー
1652,578万人㊗️
1653,3億再生おめでとうございます😭🎉5億回再生頑張って下さいこれからも応援しています長文失礼しました🙇
1654,ユーチューブの視聴時間を見ると本日5回聴いているがカウントは1回やはり同じIPでは1日どんなに聴いても1回と言う事がわかったそれを考えると約四ヶ月半でこの再生数3億回と言うのは如何に凄い事が良く分かる
1655,3億回再生おめ🎉
1656,いつ聞いても鳥肌だわ2:11 😊
1657,誰もが目を奪われてく☆彡君は完璧で究極のアイドル☆彡金輪際現れない一番星の生まれ変わり☆彡
1658,アイドル大好き
1659,無敵の笑顔で荒らすメディア
1660,十木十十木十水大木十山田大尸中中日金重難尸火尸卜田竹木
1661,アイドル勝った
1662,めちゃいい歌やな全部歌えるようになったアイドル
1663,代木公園原宿通り道
1664,女性宗教学平均値58東京都立烏山工業高等学校電子科平均値38宗教学平均値38フェリス女子大学平均値58
1665,アラフィフのおじさんだけどいいねー好きだなー😇
1666,3億はさすがに無敵すぎる
1667,アイ…
1668,他にも書いとる人おるけど怪物超えてて草推しの子強すぎやろ...
1669,アイドルって曲が1番好き
1670,1億すごって思ってたらもう3億行っててこの曲になにか不思議な力を感じた
1671,カラオケで歌ったら78.315点だったぜ☆
1672,アイ可愛すぎとくに...サビ.❤アイ一択でしょ推し
1673,これは年末までに4億行くな……
1674,可愛いいです
1675,群馬遊びに行くよ
1676,化学反応白色赤色蒼色紫色緑色透明色ピンク色
1677,いや…凄すぎてこの曲1回聴いただけでアニメ1回分の満足感あくまで私の感想です
1678,この曲は果たして何ヵ月人気ミュージック1位になるんだみんなの予想を教えてちなみに俺は7ヵ月と予想する
1679,10億再生も夢じゃ無くなってきた…
1680,ひや1:29 😅ら
1681,個人的に怪物の方が好きだから超えないで欲しかった
1682,群馬精機YSR503年
1683,おしのこ
1684,かわいい❤
1685,ニコバンスパークブルース俺あの曲好きだぜオメェも聞くかピカッ
1686,2025年も聴いてる人↓
1687,すごいね
1688,ら😊ほ😊ら
1689,アイドル様が夜に駆けてきた群青色の怪物をたぶん超えたんで祝福したい
1690,史上最好听的
1691,我知道这个儿子很熟悉我知道这个动漫
1692,伸びえぐすぎだろ
1693,0:18 YAWARA!のOPに似てる
1694,本日の再生数は993422回です先週の今日が1040594回なので先週比は95.5%です今週平日5日間の再生数平均は1013833回です年末までに4億‼️頑張りましょう
1695,素晴らしい!いいね👍😊
1696,この曲を先に知ってアイって子が主人公でアイドルになるまでの話なのかな程度に思ってて全く期待せずに原作を読んだそしたらまさかの展開で度肝を抜かれ(ﾟ∀ﾟ)原作を知ってからこの曲を聞くと全く違うものに聞こえて泣きそうになった😢改めてAyaseさんは天才だって思い知らされた
1697,この曲の歌詞とこの推しの子のアニメが完全に一致してるのが本当にすごい
1698,自分の中の歴代NO1ソング更新したわーw
1699,これ真実
1700,3億…ささささささささ3億
1701,この曲はめっちゃ好きだけどアニメ見たことないんだよね…
1702,このMV見るたびアイ生存IFが見れたらなぁと思う
1703,2023年も見てる人いる
1704,不要藍丟垃圾
1705,サンオクトッパー❤❤❤🎉🎉🎉
1706,数ヶ月で一位だった怪物の再生回数抜いてて凄すぎて鳥肌
1707,夜に駆ける→怪物→アイドル→約1年半2年ごとに記録更新してるって事はアイドルを超える曲が出るのは統計的には2025年と予想!!またどんな素晴らしい曲が出るか楽しみ😊
1708,群馬県に遊びに行く事有るよ
1709,SPECIALZに負けちゃダメだよ
1710,2期のプレッシャーハンパねえな
1711,乾杯のやつ越したやん笑
1712,半年で5億再生も夢じゃない!❤
1713,正直YOASOBIを超えるアーティストはなかなかいないと思う!
1714,明日の文化祭の有志で使わせていただきます!!明日文化祭の人🙋
1715,何故か頭に不潔な笑顔で荒らすメディア⤴が浮かんで…浮かんだ
1716,YOASOBI才能の塊りやん
1717,この調子じゃ1ヶ月で1億回再生いくな…
1718,これから初めて聴きます
1719,あれ4ヶ月で3億え
1720,一生人気一位のMVってついてるの凄
1721,3億回再生え
1722,もう尊敬しかないです✨😭
1723,にせそんぎぃけいt
1724,これ歌ったやつ?
1725,3億再生おめでとうございます
1726,アイドル⭐
1727,4ヶ月で3億は凄すぎる
1728,あのちっちゃい重機を越えただと…
1729,はよ二期コイコイ(おぢさんを楽しませてくれるかな??😍😍😍😍)
1730,アイドルが怪物の再生数超えちゃったよもうアイドルじゃなくて怪物じゃん(?)
1731,2:05これからミスターパラダイスが始まります🥲
1732,どこまで伸びるのか凄すぎて…
1733,凄いです!学校のダンスの歌になりました三億再生おめでとうございます
1734,3億再生記念パピコ
1735,生田りら
1736,あああああああああああ
1737,さいこう
1738,やっぱ何回聴いてもいいなー
1739,※朗報:怪物がアイドル(アイ)に再生回数を越される再生数3億突破おめでとう🎉✨🎊みんなは推しの子2期待ってるぞ(*^-^)
1740,マジか俺たちの負けだ
1741,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂バカ
1742,あと300万で3.1億回か・・・
1743,カラオケで歌ってみたいけど絶対に難しそう高得点なんか無理そう😂
1744,星野アイの眼は星のeye
1745,未来予知します来年には10億回再生行きます
1746,4ヶ月まえにできた曲って大好き♥️どこかというと…いつかきっと全部てに入れるという言葉いいですね💕︎💕︎(๑•̀ㅁ•́ฅ✨🔥
1747,4ヶ月経っても人気1位3億回再生とか凄過ぎる全く聞いてて飽きないし色褪せない‼︎‼︎何年経とうと色褪せない名曲であり続けて欲しい‼︎‼︎‼︎
1748,怪物超えた……
1749,怪物を突き放し続けているか…ヤバすぎ
1750,どうしてもHIKAKIN思い出すww
1751,2023年でも聞いてる人いますか
1752,おいおいどこまで伸びんだよ
1753,最近聞いてなかったから久に聞きに開いたら…3億っーエグすギー
1754,ついにあいどるがはまっちやたよ❤😊
1755,運動会でアイドルのダンスあるからこの毛ょ苦あってよかった本当にありがとうございます
1756,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂バカ
1757,怪物が3億いった日からちょっとしか経ってないのにもう5百万回くらい再生されてて凄い通り越して笑う
1758,B小町サインはBは紅白で歌われないのでしょうか乃木坂辺りに歌ってもらいたいなー
1759,まじでこの天才金輪際現れないだろ
1760,天才的なYOASOBI様っ🎉
1761,(やっと言えた)(これは絶対嘘じゃない)(愛してる)この歌考えた人天才すぎる3億再生おめでとうございます❗
1762,ついにYOASOBI一位の再生数になっちまったよえぐすぎ
1763,天才
1764,可愛いアイドルじゃなくて強いアイドルだね(悪い意味じゃなくて)
1765,一先ず邦楽再生ランキング1位のLemon抜いちゃおう
1766,3億おめでとうございますまだ1位なのすごすぎる
1767,3億いくらちゃんおめでとう❤❤
1768,3億すげー
1769,ずーっと人気のミュージックビデオで1位キープしてるの本当に最強で無敵だな…
1770,うんこ
1771,ここまでの偉業を達成した曲50年は出てこんな😂
1772,アイドル週間ランキング1位っちゃったよ🎉‼️
1773,だんだん1日の再生回数が減ってきたな…
1774,アイが死んで欲しくなかった人
1775,この歌頭バクハツしてない
1776,三億
1777,すごくいい曲もいいです
1778,三億回再生おめでと🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
1779,これを聞いている若い世代が高齢者になった時この曲を聴いているのだろうか
1780,三億おめ🎉
1781,宇多田ヒカル
1782,aiko冷蔵庫
1783,カルディ
1784,さ3億再生Σ(ﾟロﾟ;)さすが完璧で究極✨️
1785,明るい曲やのに歌詞が悲しくて涙出る🥹
1786,今日は100万再生するぞ
1787,スゴイ🎉
1788,5億は行くか?
1789,本当の怪物はこっちだったか…
